1682491155619,55.000000
1682491155642,34.000000
1682491155660,38.000000
1682491155681,44.000000
1682491155713,31.000000
1682491155734,37.000000
1682491155758,30.000000
1682491155779,36.000000
1682491155801,42.000000
1682491155821,48.000000
1682491155842,54.000000
1682491155863,44.000000
1682491155883,49.000000
1682491155904,55.000000
1682491155924,29.000000
1682491155954,29.000000
1682491155975,34.000000
1682491155996,39.000000
1682491156015,44.000000
1682491156036,49.000000
1682491156056,54.000000
1682491156077,45.000000
1682491156097,50.000000
1682491156118,55.000000
1682491156139,61.000000
1682491156160,66.000000
1682491156180,72.000000
1682491156200,76.000000
1682491156221,81.000000
1682491156241,87.000000
1682491156262,32.000000
1682491156291,30.000000
1682491156312,35.000000
1682491156332,41.000000
1682491156366,28.000000
1682491156386,33.000000
1682491156411,29.000000
1682491156431,34.000000
1682491156456,28.000000
1682491156477,34.000000
1682491156497,39.000000
1682491156518,44.000000
1682491156538,49.000000
1682491156559,54.000000
1682491156579,60.000000
1682491156600,50.000000
1682491156620,55.000000
1682491156641,61.000000
1682491156661,66.000000
1682491156682,72.000000
1682491156703,77.000000
1682491156723,81.000000
1682491156743,87.000000
1682491156765,94.000000
1682491156784,98.000000
1682491156805,87.000000
1682491156825,78.000000
1682491156845,83.000000
1682491156866,73.000000
1682491156887,79.000000
1682491156907,68.000000
1682491156927,73.000000
1682491156948,78.000000
1682491156969,84.000000
1682491156989,89.000000
1682491157009,94.000000
1682491157030,85.000000
1682491157050,89.000000
1682491157070,94.000000
1682491157090,84.000000
1682491157111,88.000000
1682491157131,94.000000
1682491157151,99.000000
1682491157171,104.000000
1682491157192,110.000000
1682491157212,115.000000
1682491157233,119.000000
1682491157253,125.000000
1682491157273,130.000000
1682491157294,135.000000
1682491157314,140.000000
1682491157334,145.000000
1682491157355,151.000000
1682491157375,155.000000
1682491157396,160.000000
1682491157416,166.000000
1682491157436,171.000000
1682491157457,177.000000
1682491157477,182.000000
1682491157497,186.000000
1682491157517,191.000000
1682491157538,197.000000
1682491157558,202.000000
1682491157579,207.000000
1682491157599,212.000000
1682491157620,217.000000
1682491157640,222.000000
1682491157660,227.000000
1682491157680,216.000000
1682491157701,221.000000
1682491157721,227.000000
1682491157741,201.000000
1682491157761,190.000000
1682491157782,150.000000
1682491157802,155.000000
1682491157823,161.000000
1682491157843,166.000000
1682491157864,170.000000
1682491157884,176.000000
1682491157904,181.000000
1682491157925,186.000000
1682491157945,192.000000
1682491157965,196.000000
1682491157986,202.000000
1682491158007,207.000000
1682491158027,181.000000
1682491158047,186.000000
1682491158067,176.000000
1682491158087,181.000000
1682491158108,186.000000
1682491158128,191.000000
1682491158148,196.000000
1682491158169,185.000000
1682491158189,176.000000
1682491158209,180.000000
1682491158229,185.000000
1682491158250,176.000000
1682491158270,166.000000
1682491158290,170.000000
1682491158311,176.000000
1682491158332,181.000000
1682491158352,186.000000
1682491158373,191.000000
1682491158394,197.000000
1682491158414,187.000000
1682491158434,162.000000
1682491158455,168.000000
1682491158475,173.000000
1682491158495,177.000000
1682491158516,183.000000
1682491158536,157.000000
1682491158556,162.000000
1682491158577,166.000000
1682491158597,172.000000
1682491158617,177.000000
1682491158638,181.000000
1682491158660,173.000000
1682491158679,147.000000
1682491158701,138.000000
1682491158721,143.000000
1682491158741,134.000000
1682491158761,108.000000
1682491158782,114.000000
1682491158802,119.000000
1682491158823,124.000000
1682491158843,129.000000
1682491158864,135.000000
1682491158884,139.000000
1682491158905,144.000000
1682491158926,150.000000
1682491158946,139.000000
1682491158966,144.000000
1682491158986,149.000000
1682491159006,154.000000
1682491159027,159.000000
1682491159047,165.000000
1682491159067,155.000000
1682491159088,161.000000
1682491159108,164.000000
1682491159128,170.000000
1682491159148,160.000000
1682491159169,164.000000
1682491159189,155.000000
1682491159209,160.000000
1682491159230,166.000000
1682491159250,170.000000
1682491159270,175.000000
1682491159290,180.000000
1682491159311,186.000000
1682491159331,175.000000
1682491159352,180.000000
1682491159371,185.000000
1682491159391,189.000000
1682491159412,195.000000
1682491159432,200.000000
1682491159453,190.000000
1682491159473,195.000000
1682491159493,200.000000
1682491159514,206.000000
1682491159534,210.000000
1682491159554,215.000000
1682491159575,204.000000
1682491159595,210.000000
1682491159616,215.000000
1682491159636,220.000000
1682491159656,211.000000
1682491159677,216.000000
1682491159697,221.000000
1682491159717,226.000000
1682491159737,231.000000
1682491159757,236.000000
1682491159778,180.000000
1682491159798,185.000000
1682491159818,190.000000
1682491159839,196.000000
1682491159859,201.000000
1682491159879,160.000000
1682491159900,150.000000
1682491159920,125.000000
1682491159940,130.000000
1682491159960,135.000000
1682491159981,124.000000
1682491160001,130.000000
1682491160021,119.000000
1682491160042,124.000000
1682491160062,128.000000
1682491160082,134.000000
1682491160103,123.000000
1682491160123,113.000000
1682491160143,103.000000
1682491160164,107.000000
1682491160183,112.000000
1682491160203,116.000000
1682491160224,122.000000
1682491160245,127.000000
1682491160264,132.000000
1682491160285,138.000000
1682491160305,143.000000
1682491160325,133.000000
1682491160345,122.000000
1682491160366,127.000000
1682491160386,132.000000
1682491160406,137.000000
1682491160426,142.000000
1682491160446,147.000000
1682491160467,138.000000
1682491160487,143.000000
1682491160508,148.000000
1682491160528,153.000000
1682491160548,158.000000
1682491160569,148.000000
1682491160589,153.000000
1682491160609,158.000000
1682491160630,164.000000
1682491160661,180.000000
1682491160671,173.000000
1682491160691,179.000000
1682491160712,184.000000
1682491160732,189.000000
1682491160752,194.000000
1682491160773,199.000000
1682491160793,204.000000
1682491160813,209.000000
1682491160834,199.000000
1682491160857,206.000000
1682491160876,209.000000
1682491160896,214.000000
1682491160917,205.000000
1682491160937,211.000000
1682491160957,216.000000
1682491160978,221.000000
1682491160998,225.000000
1682491161018,231.000000
1682491161040,236.000000
1682491161059,242.000000
1682491161080,246.000000
1682491161100,221.000000
1682491161120,226.000000
1682491161132,284.000000
1682491161140,231.000000
1682491161156,45.000000
1682491161161,220.000000
1682491161181,225.000000
1682491161201,229.000000
1682491161222,234.000000
1682491161242,240.000000
1682491161262,244.000000
1682491161283,249.000000
1682491161303,239.000000
1682491161323,228.000000
1682491161343,203.000000
1682491161364,177.000000
1682491161384,167.000000
1682491161404,172.000000
1682491161425,146.000000
1682491161445,137.000000
1682491161465,142.000000
1682491161485,147.000000
1682491161506,153.000000
1682491161526,157.000000
1682491161546,162.000000
1682491161567,167.000000
1682491161587,173.000000
1682491161596,29.000000
1682491161607,177.000000
1682491161618,36.000000
1682491161628,182.000000
1682491161648,188.000000
1682491161668,193.000000
1682491161689,183.000000
1682491161709,188.000000
1682491161729,193.000000
1682491161749,152.000000
1682491161770,157.000000
1682491161790,162.000000
1682491161810,151.000000
1682491161831,157.000000
1682491161851,162.000000
1682491161871,167.000000
1682491161891,157.000000
1682491161912,162.000000
1682491161932,168.000000
1682491161952,173.000000
1682491161973,178.000000
1682491161994,169.000000
1682491162006,28.000000
1682491162013,174.000000
1682491162034,163.000000
1682491162054,153.000000
1682491162074,158.000000
1682491162094,162.000000
1682491162115,168.000000
1682491162135,173.000000
1682491162155,163.000000
1682491162176,153.000000
1682491162196,143.000000
1682491162216,132.000000
1682491162237,138.000000
1682491162257,143.000000
1682491162278,148.000000
1682491162298,153.000000
1682491162318,159.000000
1682491162338,163.000000
1682491162359,169.000000
1682491162379,128.000000
1682491162399,133.000000
1682491162419,138.000000
1682491162440,127.000000
1682491162460,133.000000
1682491162480,137.000000
1682491162501,143.000000
1682491162521,148.000000
1682491162541,153.000000
1682491162561,158.000000
1682491162582,164.000000
1682491162602,168.000000
1682491162602,31.000000
1682491162622,173.000000
1682491162642,148.000000
1682491162663,123.000000
1682491162678,30.000000
1682491162683,81.000000
1682491162704,71.000000
1682491162708,30.000000
1682491162724,32.000000
1682491162744,36.000000
1682491162765,41.000000
1682491162785,47.000000
1682491162805,52.000000
1682491162825,56.000000
1682491162846,62.000000
1682491162866,67.000000
1682491162886,72.000000
1682491162907,77.000000
1682491162920,29.000000
1682491162927,82.000000
1682491162947,72.000000
1682491162967,62.000000
1682491162988,68.000000
1682491163008,73.000000
1682491163028,62.000000
1682491163049,68.000000
1682491163072,72.000000
1682491163093,80.000000
1682491163113,85.000000
1682491163133,91.000000
1682491163153,81.000000
1682491163173,86.000000
1682491163193,75.000000
1682491163214,80.000000
1682491163224,30.000000
1682491163234,69.000000
1682491163253,28.000000
1682491163254,75.000000
1682491163274,65.000000
1682491163294,54.000000
1682491163315,59.000000
1682491163335,64.000000
1682491163355,69.000000
1682491163375,74.000000
1682491163396,78.000000
1682491163416,68.000000
1682491163436,74.000000
